"c_hlevel"|"c_fullname"|"c_name"|"c_synonym_cd"|"c_visualattributes"|"c_totalnum"|"c_basecode"|"c_metadataxml"|"c_facttablecolumn"|"c_tablename"|"c_columnname"|"c_columndatatype"|"c_operator"|"c_dimcode"|"c_comment"|"c_tooltip"|"m_applied_path"|"update_date"|"download_date"|"import_date"|"sourcesystem_cd"|"valuetype_cd"|"m_exclusion_cd"|"c_path"|"c_symbol"
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8350790\"|"20.4 Mastoidectomy"|"N"|"FA"||"ICD9CM:20.4"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8350790\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:HT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Mastoidectomy\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8350790\A8363165\"|"20.41 Simple Mastoidectomy"|"N"|"LA"||"ICD9CM:20.41"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8350790\A8363165\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Mastoidectomy\Simple mastoidectomy\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8350790\A8351916\"|"20.42 Radical Mastoidectomy"|"N"|"LA"||"ICD9CM:20.42"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8350790\A8351916\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Mastoidectomy\Radical mastoidectomy\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8350790\A8361669\"|"20.49 Other Mastoidectomy"|"N"|"LA"||"ICD9CM:20.49"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8350790\A8361669\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Mastoidectomy\Other mastoidectomy\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361490\"|"20.5 Other Excision Of Middle Ear"|"N"|"FA"||"ICD9CM:20.5"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361490\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:HT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Other excision of mi...n of middle ear\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361490\A8359495\"|"20.51 Excision Of Lesion Of Middle Ear"|"N"|"LA"||"ICD9CM:20.51"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361490\A8359495\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Other excision of mi...n of middle ear\Excision of lesion o...n of middle ear\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361490\A8361491\"|"20.59 Other Excision Of Middle Ear"|"N"|"LA"||"ICD9CM:20.59"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361490\A8361491\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Other excision of mi...n of middle ear\Other excision of mi...n of middle ear\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8359631\"|"20.6 Fenestration Of Inner Ear"|"N"|"FA"||"ICD9CM:20.6"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8359631\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:HT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Fenestration of inner ear\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8359631\A8359632\"|"20.61 Fenestration Of Inner Ear (Initial)"|"N"|"LA"||"ICD9CM:20.61"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8359631\A8359632\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Fenestration of inner ear\Fenestration of inne...r ear (initial)\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8359631\A8351931\"|"20.62 Revision Of Fenestration Of Inner Ear"|"N"|"LA"||"ICD9CM:20.62"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8359631\A8351931\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Fenestration of inner ear\Revision of fenestra...on of inner ear\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8360011\"|"20.7 Incision, Excision, And Destruction Of Inner Ear"|"N"|"FA"||"ICD9CM:20.7"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8360011\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:HT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Incision, excision, ...on of inner ear\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8360011\A8359380\"|"20.71 Endolymphatic Shunt"|"N"|"LA"||"ICD9CM:20.71"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8360011\A8359380\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Incision, excision, ...on of inner ear\Endolymphatic shunt\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8360011\A8360062\"|"20.72 Injection Into Inner Ear"|"N"|"LA"||"ICD9CM:20.72"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8360011\A8360062\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Incision, excision, ...on of inner ear\Injection into inner ear\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8360011\A8361601\"|"20.79 Other Incision, Excision, And Destruction Of Inner Ear"|"N"|"LA"||"ICD9CM:20.79"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8360011\A8361601\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Incision, excision, ...on of inner ear\Other incision, exci...on of inner ear\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A20884078\"|"20.8 Operations On Eustachian Tube"|"N"|"LA"||"ICD9CM:20.8"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A20884078\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Operations on Eustac...Eustachian tube\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\"|"20.9 Other Operations On Inner And Middle Ear"|"N"|"FA"||"ICD9CM:20.9"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:HT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Other operations on ... and middle ear\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8351913\"|"20.91 Tympanosympathectomy"|"N"|"LA"||"ICD9CM:20.91"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8351913\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Other operations on ... and middle ear\Tympanosympathectomy\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8351917\"|"20.92 Revision Of Mastoidectomy"|"N"|"LA"||"ICD9CM:20.92"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8351917\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Other operations on ... and middle ear\Revision of mastoidectomy\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8351927\"|"20.93 Repair Of Oval And Round Windows"|"N"|"LA"||"ICD9CM:20.93"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8351927\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Other operations on ... and middle ear\Repair of oval and r...d round windows\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8351918\"|"20.94 Injection Of Tympanum"|"N"|"LA"||"ICD9CM:20.94"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8351918\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Other operations on ... and middle ear\Injection of tympanum\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8351926\"|"20.95 Implantation Of Electromagnetic Hearing Device"|"N"|"LA"||"ICD9CM:20.95"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8351926\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Other operations on ... and middle ear\Implantation of elec... hearing device\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8359936\"|"20.96 Implantation Or Replacement Of Cochlear Prosthetic Device, Not Otherwise Specified"|"N"|"LA"||"ICD9CM:20.96"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8359936\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Other operations on ... and middle ear\Implantation or repl...rwise specified\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8359937\"|"20.97 Implantation Or Replacement Of Cochlear Prosthetic Device, Single Channel"|"N"|"LA"||"ICD9CM:20.97"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8359937\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Other operations on ... and middle ear\Implantation or repl... single channel\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8359935\"|"20.98 Implantation Or Replacement Of Cochlear Prosthetic Device, Multiple Channel"|"N"|"LA"||"ICD9CM:20.98"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8359935\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Other operations on ... and middle ear\Implantation or repl...ultiple channel\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8361804\"|"20.99 Other Operations On Middle And Inner Ear"|"N"|"LA"||"ICD9CM:20.99"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360906\A8361803\A8361778\A8361804\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE EAR\Other operations on ...e and inner ear\Other operations on ... and middle ear\Other operations on ...e and inner ear\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"5"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\"|"21 Operations On Nose"|"N"|"FA"||"ICD9CM:21"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:HT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE NO...TH, AND PHARYNX\Operations on nose\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"4"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\"|"21-29.99 Operations On The Nose, Mouth, And Pharynx"|"N"|"FA"||"ICD9CM:21-29.99"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:HT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE NO...TH, AND PHARYNX\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"6"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\"|"21.0 Control Of Epistaxis"|"N"|"FA"||"ICD9CM:21.0"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:HT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE NO...TH, AND PHARYNX\Operations on nose\Control of epistaxis\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358872\"|"21.00 Control Of Epistaxis, Not Otherwise Specified"|"N"|"LA"||"ICD9CM:21.00"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358872\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE NO...TH, AND PHARYNX\Operations on nose\Control of epistaxis\Control of epistaxis...rwise specified\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358865\"|"21.01 Control Of Epistaxis By Anterior Nasal Packing"|"N"|"LA"||"ICD9CM:21.01"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358865\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE NO...TH, AND PHARYNX\Operations on nose\Control of epistaxis\Control of epistaxis...r nasal packing\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358871\"|"21.02 Control Of Epistaxis By Posterior (And Anterior) Packing"|"N"|"LA"||"ICD9CM:21.02"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358871\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE NO...TH, AND PHARYNX\Operations on nose\Control of epistaxis\Control of epistaxis...terior) packing\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358866\"|"21.03 Control Of Epistaxis By Cauterization (And Packing)"|"N"|"LA"||"ICD9CM:21.03"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358866\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE NO...TH, AND PHARYNX\Operations on nose\Control of epistaxis\Control of epistaxis...n (and packing)\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358868\"|"21.04 Control Of Epistaxis By Ligation Of Ethmoidal Arteries"|"N"|"LA"||"ICD9CM:21.04"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358868\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE NO...TH, AND PHARYNX\Operations on nose\Control of epistaxis\Control of epistaxis...moidal arteries\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358864\"|"21.05 Control Of Epistaxis By (Transantral) Ligation Of The Maxillary Artery"|"N"|"LA"||"ICD9CM:21.05"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358864\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE NO...TH, AND PHARYNX\Operations on nose\Control of epistaxis\Control of epistaxis...axillary artery\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358869\"|"21.06 Control Of Epistaxis By Ligation Of The External Carotid Artery"|"N"|"LA"||"ICD9CM:21.06"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358869\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE NO...TH, AND PHARYNX\Operations on nose\Control of epistaxis\Control of epistaxis... carotid artery\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358867\"|"21.07 Control Of Epistaxis By Excision Of Nasal Mucosa And Skin Grafting Of Septum And Lateral Nasal Wall"|"N"|"LA"||"ICD9CM:21.07"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358867\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE NO...TH, AND PHARYNX\Operations on nose\Control of epistaxis\Control of epistaxis...eral nasal wall\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
"7"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358870\"|"21.09 Control Of Epistaxis By Other Means"|"N"|"LA"||"ICD9CM:21.09"|" "|"concept_cd"|"concept_dimension"|"concept_path"|"T"|"LIKE"|"\ACT\Procedures\ICD9\V2_2018AA\A18090800\A8352133\A8360915\A8361139\A8358863\A8358870\"|"ACT Version:V4.0_Alpha, UMLS Version:2020AB, Term Type:PT, Valid:2004AA-2020AB, CUI:SEE AUI"|"Procedures ICD9\OPERATIONS ON THE NO...TH, AND PHARYNX\Operations on nose\Control of epistaxis\Control of epistaxis... by other means\"|"@"|"2021-03-10"|"2021-03-10"|"2021-03-10"|"ACT"||||
